part_no,cost_type,purchase_type,material_type,process,customer
84656H8800,직구입,FELT 외,FELT 외,조립,동국실업
848393W000,직구입,FELT 외,FELT 외,조립,동국실업
93310G6000,직구입,FELT 외,FELT 외,조립,동국실업
93310G6010,직구입,FELT 외,FELT 외,조립,동국실업
93310G6900,직구입,FELT 외,FELT 외,조립,동국실업
93310G6910,직구입,FELT 외,FELT 외,조립,동국실업
93310G6160,직구입,FELT 외,FELT 외,조립,동국실업
93310G6170,직구입,FELT 외,FELT 외,조립,동국실업
93310G6180,직구입,FELT 외,FELT 외,조립,동국실업
93310G6210,직구입,FELT 외,FELT 외,조립,동국실업
93310G6830,직구입,FELT 외,FELT 외,조립,동국실업
PC LUPOY GP1000MU-E3280J CA,직구입,RESIN,사출,사출,동국실업
PC P1303AH-10-W0992T CL,직구입,RESIN,사출,사출,동국실업
ABS XR490-9001 BK,직구입,RESIN,사출,사출,동국실업
MEY65455701,직구입,도금,조립,조립,LG
03041-00272-2,직구입,도금,조립,조립,모트렉스
03041-00280-2,직구입,도금,조립,조립,모트렉스
IH830C ID195,직구입,RESIN,사출,사출,동아전기부품
847473-Y000,직구입,FELT 외,FELT 외,조립,동국실업
FAB34180701,직구입,FELT 외,조립,조립,LG
MCR66866801,외주가공,중착,후가공품,후가공품,모트렉스
MEY64214001,외주가공,증착,후가공품,후가공품,모트렉스
MBL68671501,직구입,FELT 외,후가공품,후가공품,LG전자
MBL66757701,직구입,FELT 외,후가공품,후가공품,LG전자
MBL66497301,직구입,FELT 외,후가공품,후가공품,LG전자
MBL66840701,직구입,FELT 외,후가공품,후가공품,LG전자
03222-00001-2,직구입,FELT 외,후가공품,후가공품,모트렉스
EBL7IBBZHRC1,직구입,도장,도장,도장,동아전기부품
EBL7OAZZHRC1,직구입,도장,도장,도장,동아전기부품
ZBL7SADZOAA1,외주가공,도장,도장,도장,동아전기부품
ZCNXBTSTODB1,외주가공,도장,도장,도장,동아전기부품
04231-00118-2,직구입,FELT 외,조립,조립,모트렉스
590*400,직구입,포장,포장,공통,공용
300*235,직구입,포장,포장,공통,공용
540*380*220,직구입,포장,포장,공통,공용
525*325*190,직구입,포장,포장,공통,공용
525*325*190,직구입,포장,포장,공통,공용
525*365,직구입,포장,포장,공통,공용
525*365*197,직구입,포장,포장,공통,공용
525*365*197,직구입,포장,포장,공통,공용
550*400*300,직구입,포장,포장,공통,공용
535*435,직구입,포장,포장,공통,공용
790*510*178,직구입,포장,포장,공통,공용
775*494*150,직구입,포장,포장,공통,공용
775*494*150,직구입,포장,포장,공통,공용
540*360*220,직구입,포장,포장,공통,공용
525*345*190,직구입,포장,포장,공통,공용
525*330,직구입,포장,포장,공통,공용
JA,직구입,FELT 외,FELT 외,조립,LG전자
PC 141R 112,직구입,RESIN,사출,사출,LG
SPT19-K0068 NO.27913,직구입,PAINT,도장,도장,공용
27970,직구입,PAINT,도장,도장,공용
H-300-50K1,직구입,PAINT,도장,도장,공용
NW79-K19-30640 BLACK,직구입,PAINT,도장,도장,공용
NW79-K30658-K1 BLACK,직구입,PAINT,도장,도장,LG전자
PC TP1020 W0439,직구입,RESIN,사출,사출,동아전기부품
PC IV-1075C W0479,직구입,RESIN,사출,사출,동아전기부품
A/T#570(TX-F) 지건희석제,직구입,PAINT,도장,도장,공용
A/T#800(TX-F) PC THINNER(MILD),직구입,PAINT,도장,도장,공용
A/T#811(TX-F) THINNER,직구입,PAINT,도장,도장,공용
RESOTHANE-HT#200 WK(JD_G5),직구입,PAINT,도장,도장,공용
RESOTHANE-HT#200(TX-F) CA(G9),직구입,PAINT,도장,도장,공용
RESOTHANE-HT#200(TX-F) TRY,직구입,PAINT,도장,도장,공용
RESOTHANE-HT#200(TX-F) WK(G4),직구입,PAINT,도장,도장,공용
RESOTHANE-HT#300(TX-F) 4X,직구입,PAINT,도장,도장,공용
RT HT#300(TX-F) CAQ,직구입,PAINT,도장,도장,공용
HT#300(TX-F) WK(G6,직구입,PAINT,도장,도장,공용
RESOTHANE-SPZ#800(TX-F) P/B(G2),직구입,PAINT,도장,도장,공용
RESOTHANE-SPZ#800(TX-F) P/B(G10,직구입,PAINT,도장,도장,공용
YD-U(TN) RB-WHITE,직구입,PAINT,도장,도장,공용
TPU (T-470),직구입,RESIN,사출,사출,LG
MBG66662501,외주가공,도금,후가공품,후가공품,LG전자
MBG66662601,외주가공,도금,후가공품,후가공품,LG전자
MBG66662801,외주가공,도금,후가공품,후가공품,LG전자
MBG67848501,외주가공,도금,후가공품,후가공품,LG전자
MBG67848601,외주가공,도금,후가공품,후가공품,LG전자
MBG66663101,외주가공,도금,후가공품,후가공품,LG전자
MBG66663201,외주가공,도금,후가공품,후가공품,LG전자
MBG66663501,외주가공,도금,후가공품,후가공품,LG전자
MBG66583201,외주가공,도금,후가공품,후가공품,LG전자
MBG66583301,외주가공,도금,후가공품,후가공품,LG전자
MBG66583401,외주가공,도금,후가공품,후가공품,LG전자
MBG66583501,외주가공,도금,후가공품,후가공품,LG전자
